,closest_genus,closest_epithet,closest_infra_type,closest_infra_name,authors
5596,Pterocephalus,brevis,,,Coulter 
5609,Pterocephalus,plumosus,,,(L.) Coulter 
5612,Pterocephalus,pulverulentus,,,Boiss. et Bl.  
5623,Ptilostemon,,,,Cass. 
5625,Ptilostemon,chamaepeuce,,,(L.) Less. 
5634,Ptilostemon,chamaepeuce,turcicus, ,
5635,Ptilostemon,diacantha,,,(Labili.) Greuter 
5639,Ptilostemon,diacantha,subsp.,diacantha ,
5641,Ptilostemon,diacantha,subsp.,turcicus,Greuter 
5643,Ptilostemon,x,,,pabotii Greuter 
5650,Pulicaria,,,,Gaertner  
5653,Pulicaria,arabica,,,(L.) Cass. 
5656,Pulicaria,auranitica,,,Mouterde  
5659,Pulicaria,dysenterica,,,(L.) Bernh. 
5665,Pulicaria,inuloides,,,(Poir.) DC.  
5669,Pulicaria,laniceps,,,Bornm. 
5686,Putoria,,var.,alpina,Pers. 
5688,Putoria,calabrica,,,(L.f.) Pers. 
5720,Reichardia,,,,Roth
5725,Reichardia,glauca,,,Matthews
5727,Reichardia,intermedia,,,(Schultz-Bip.) Coutinho
5730,Reichardia,picroides,,,(L.) Roth
5733,Reichardia,tingitana,,,(L.) Roth
5737,Reichardia,tingitana,var.,orientalis,Asch. et Schw.
5741,Rhagadiolus,,var.,orientalis,Scop.
5743,Rhagadiolus,edulis,,,Gaertn.
5752,Rhagadiolus,stellatus,,,(L.) Gaertn.
5764,Rhaponserratula,x,,,mouterdei (Arènes) Mouterde mss.
5780,Rhododendron,,,,L. 
5782,Rhododendron,ponticum,,,L.
5785,Rhododendron,ponticum,var.,brachycarpum,Boiss. 
5787,Rindera,,var.,brachycarpum,Pali.  
5790,Rindera,schlumbergeri,,,(Boiss.) Giirke  
5794,Rochelia,,,,Reichenb. 
5796,Rochelia,cancellata,,,Boiss. et Bal. 
5800,Rochelia,disperma,,,(L. fil.) C. Koch 
5805,Rochelia,persica,,,Bunge ex Boiss. 
5811,Rosmarinus,,,,L. 
5813,Rosmarinus,officinalis,,,L.  
5816,Rubia,,,,L. 
5818,Rubia,aucheri,,,Boiss. 
5833,Rubia,tenuifolia,,,d'Urv. 
5840,Rubia,tenuifolia,y,r.,elliptica (Boiss.) Ehrendorfer 
5845,Rubia,tenuifolia,var.,stenophylla,(Boiss.) Thiéb. 
5848,Rubia,tinctorum,,,L.    NOUVELLE
5852,Salvia,,,,L.
5856,Salvia,aramiensis,,,Rech. fil.
5861,Salvia,bracteata,,,Banks et Sol.
5865,Salvia,cassia,,,Sam. ex Rech. fil.
5870,Salvia,ceratophylla,,,L.
5878,Salvia,dominica,,,L.
5880,Salvia,drusica,,,Moût.
5882,Salvia,fruticosa,,,Mill.
5891,Salvia,hierosolymitana,,,Boiss.
5895,Salvia,indica,,,L.
5897,Salvia,judaica,,,Boiss.
5899,Salvia,lanigera,,,Poir.
5905,Salvia,microstegia,,,Boiss. et Bal.
5909,Salvia,montbretii,,,Benth.
5911,Salvia,multicaulis,,,Vahl
5914,Salvia,multicaulis,var.,simplicifolia,Boiss.
5918,Salvia,nazalena,,,Hedge et Mouterde
5924,Salvia,palaestina,,,Benth.
5926,Salvia,peyronii,,,Boiss. ex Post
5930,Salvia,pinardii,,,Boiss.
5932,Salvia,pinnata,,,L.
5936,Salvia,rubifolia,,,Boiss.
5938,Salvia,russellii,,,Banks et Sol.
5943,Salvia,russellii,var.,auranitica,Moût.
5946,Salvia,russellii,var.,russelii,
5947,Salvia,samuelssonii,,,Rech. fil.
5950,Salvia,sclarea,,,L.
5952,Salvia,spinosa,,,L.
5954,Salvia,spiraeifolia,,,Boiss. et Hoh.
5958,Salvia,suffruticosa,,,Montb. et Auch.
5962,Salvia,syriaca,,,L.
5964,Salvia,tomentosa,,,Mill.
5974,Salvia,verbenaca,,,L.
5977,Salvia,verbenaca,var.,clandestina,(L.) Halàcsy
5981,Salvia,verbenaca,var.,serotina,Boiss.
5988,Salvia,virgata,,,Jacq.
5990,Salvia,viridis,,,L.
5993,Salvia,viridis,var.,horminum,Briq.
5995,Salvia,viscosa,,,Jacq.
5997,Sambucus,,,,L.
5999,Sambucus,ebulus,,,L.
6001,Sambucus,nigra,,,L.
6003,Samolus,,,,L.
6005,Samolus,valerandi,,,L.
6007,Satureia,,,,L.
6011,Satureia,cuneifolia,,,Ten.
6018,Satureia,pallaryi,,,Thiéb.
6020,Satureia,thymbra,,,L.
6026,Scabiosa,,,,L.
6028,Scabiosa,argentea,,,L.
6030,Scabiosa,aucheri,,,Boiss.
6040,Scabiosa,intermedia,,,(Post) Bornm.
6049,Scabiosa,micrantha,,,Desf.
6060,Scabiosa,olivieri,,,Coulter
6062,Scabiosa,palaestina,,,L.
6065,Scabiosa,palaestina,var.,calocephala,Boiss.
6068,Scabiosa,palaestina,var.,latiloba,Boiss.
6071,Scabiosa,palaestina,var.,microcephala,Boiss.
6074,Scabiosa,palaestina,var.,palaestina,
6082,Scabiosa,prolifera,,,L.
6084,Scabiosa,sicula,,,L.
6088,Scabiosa,webbiana,,,Don
6090,Scariola,,,,F.W. Schmidt
6093,Scariola,orientalis,,,(Boiss.) Sojâk
6096,Scariola,triquetra,,,(Labili.) Sojâk
6099,Scariola,viminea,,,(L.) F.W. Schmidt
6109,Scolymus,,,,L.
6111,Scolymus,hispanicus,,,L.
6113,Scolymus,maculatus,,,L.
6115,Scorzonera,,,,L.
6128,Scorzonera,cana,,,(C.A. Meyer) Hoffm.
6133,Scorzonera,cana,var.,alpina,(Boiss.) Chamberlain
6137,Scorzonera,cana,var.,jacquiniana,(W. Koch) Cham-
6162,Scorzonera,judaica,,,Eig
6166,Scorzonera,kotschyi,,,Boiss.
6174,Scorzonera,libanotica,,,Boiss.
6176,Scorzonera,mackmeliana,,,Boiss.
6178,Scorzonera,mollis,,,M. Bieb.
6183,Scorzonera,nervosa,,,Trev.
6187,Scorzonera,papposa,,,DC.
6189,Scorzonera,parviflora,,,Jacq.
6191,Scorzonera,phaeopappa,,,(Boiss.) Boiss.
6195,Scorzonera,phaeopappa,var.,minor,Boiss.
6201,Scorzonera,rigida,,,Aucher in DC.
6216,Scrophularia,,,,L.
6218,Scrophularia,decipiens,,,Boiss.
6220,Scrophularia,deserti,,,Del.
6222,Scrophularia,heldreichii,,,Boiss.
6224,Scrophularia,hierochuntina,,,Boiss.
6226,Scrophularia,hypericifolia,,,Wydl.
6228,Scrophularia,libanotica,,,Boiss.
6231,Scrophularia,libanotica,subsp.,libanotica,
6233,Scrophularia,libanotica,var.,australis,R. Mill
6237,Scrophularia,libanotica,var.,nevshehirensis,R.'Mill
6239,Scrophularia,lucida,,,L.
6250,Scrophularia,nusairiensis,,,Boiss. et Heldr.
6254,Scrophularia,peregrina,,,L.
6256,Scrophularia,peyronii,,,Post
6262,Scrophularia,rubricaulis,,,Boiss.
6264,Scrophularia,scariosa,,,Boiss.
6266,Scrophularia,scopolii,,,Hoppe
6272,Scrophularia,tagetifolia,,,Boiss. et Hausskn.
6276,Scrophularia,umbrosa,,,Dum.
6283,Scrophularia,xanthoglosa,,,Boiss.
6285,Scrophularia,xylorrhiza,,,Boiss. et Hausskn.
6289,Scutellaria,,,,L.
6291,Scutellaria,brevibracteata,,,Stapf
6293,Scutellaria,cretacea,,,Boiss. et Hausskn.
6297,Scutellaria,diffusa,,,Benth.
6305,Scutellaria,heterophylla,,,Montbr. et Auch.
6316,Scutellaria,orientalis,,,L.
6319,Scutellaria,orientalis,var.,alpina,Boiss.
6321,Scutellaria,sibthorpii,,,auct. non (Benth.) Hal.
6329,Scutellaria,tomentosa,,,Bertol.
6331,Scutellaria,utriculata,,,Labili.
6333,Senecio,,,,L.
6335,Senecio,aquaticus,,,Hill
6338,Senecio,aquaticus,subsp.,erraticus,(Bertol.) Matthews
6343,Senecio,bertrami,,,Post
6345,Senecio,x,,,berythaeus Camus et Gombault
6355,Senecio,delbesianus,,,Arènes
6359,Senecio,doriiformis,,,DC.
6362,Senecio,doriiformis,subsp.,doriiformis,
6365,Senecio,exilis,,,Blanche ex Boiss.
6369,Senecio,gallicus,,,Chaix in Vill.
6375,Senecio,leucanthemifolius,,,Poir.
6377,Senecio,mouterdei,,,Arènes
6379,Senecio,vernalis,,,Waldst. et Kit.
6386,Senecio,vulgaris,,,L.
6388,Seriola,,,,L.
6390,Seriola,aethnensis,,,L.
6392,Serratula,,,,L.
6400,Serratula,cerinthifolia,,,(Sm.) Boiss.
6405,Serratula,mouterdei,,,(Arènes) Dittrich
6408,Serratula,pusilla,,,(Lab.) Dittrich
6411,Sesamum,,,,L.
6413,Sesamum,indicum,,,L.
6415,Sherardia,,,,L.
6417,Sherardia,arvensis,,,L.
6419,Sideritis,,,,L.
6423,Sideritis,balansae,,,Boiss.
6425,Sideritis,curvidens,,,Stapf
6442,Sideritis,libanotica,,,Labili. 
6445,Sideritis,libanotica,var.,incana,Boiss. 
6448,Sideritis,libanotica,var.,linearis,Benth. 
6453,Sideritis,microchlamys,,,(Hand.-Mazz) Bornm.  
6457,Sideritis,montana,,,L.  
6460,Sideritis,nusairiensis,,,Post 
6462,Sideritis,perfoliata,,,L. 
6464,Sideritis,pullulans,,,Vent. 
6466,Sideritis,remota,,,d'Urv. 
6478,Siebera,,var.,curvidens,j. Gay 
6481,Siebera,pungens,,,(Lam.) J. Gay 
6486,Siebera,pungens,var.,nana,DC. 
6488,Silybum,,var.,nana,Adanson 
6490,Silybum,marianum,,,(L.) Gaertner 
6493,Siphonostegia,,,,"Benth. in Hook, et Am.  "
6500,Siphonostegia,syriaca,,,(Boiss. et Reut.) Boiss.     
6507,Solanum,,,,L.  
6510,Solanum,dulcamara,,,L. 
6512,Solanum,luteum,,,Mill.
6515,Solanum,luteum,subsp.,alatum,(Moench) Dostâl  
6520,Solanum,luteum,subsp.,luteum ,
6521,Solanum,nigrum,,,L.  
6525,Solanum,nigrum,var.,ochroleucum,(Bast.) Fiori 
6529,Solanum,nigrum,var.,suffruticosum,(Schousb.) Moris 
6534,Solenanthus,,,,Ledeb. 
6539,Solenanthus,circinnatus,,,Ledeb. 
6545,Solenanthus,stamineus,,,(Desf.) Wettst. 
6552,SolidagoL.,,,, 
6554,SolidagoL.,virgaurea,,,L. 
6556,Sonchus,,,,L. 
6558,Sonchus,asper,,,(L.) Hill
6562,Sonchus,asper,subsp.,glaucescens,(Jordan) Ball 
6575,Sonchus,maritimus,,,L. 
6581,Sonchus,oleraceus,,,L. 
6583,Sonchus,tenerrimus,,,L. 
6597,Stachys,,,,L.
6599,Stachys,annua,,,(L.) L.
6603,Stachys,annua,var.,ammophila,Boiss.
6608,Stachys,arabica,,,Hornem.
6613,Stachys,arvensis,,,(L.) L.
6618,Stachys,burgsdorffioides,,,(Benth.) Boiss.
6621,Stachys,cassia,,,Boiss.
6629,Stachys,eretica,,,L.
6632,Stachys,eretica,subsp.,cassia,(Boiss.) Rech. fil.
6637,Stachys,eretica,subsp.,mersinea,(Boiss.) Rech. fil.
6642,Stachys,eretica,subsp.,vacillans,Rech. fil.
6648,Stachys,dictyoneura,,,Rech. fil.
6651,Stachys,distans,,,Benth. in DC.
6655,Stachys,diversifolia,,,Boiss.
6657,Stachys,ehrenbergii,,,Boiss.
6668,Stachys,hydrophila,,,Boiss.
6670,Stachys,iberica,,,Bieb.
6677,Stachys,libanotica,,,Benth. in DC.
6682,Stachys,libanotica,var.,eriocalyx,Post
6685,Stachys,libanotica,var.,minor,Boiss.
6687,Stachys,longispicata,,,Boiss. et Ky in Boiss.
6695,Stachys,neurocalycina,,,Boiss.
6697,Stachys,nivea,,,Labili.
6699,Stachys,obscura,,,Boiss. et Bal.
6703,Stachys,ocymastrum,,,(L.) Briquet
6706,Stachys,palaestina,,,L.
6708,Stachys,paneiana,,,Mout.
6710,Stachys,petrokosmos,,,Rech. fii.
6713,Stachys,pinetorum,,,Boiss. et Bal.
6719,Stachys,pumila,,,Banks et Sol.
6723,Stachys,rupestris,,,Montb. et Auch.
6727,Stachys,satureioides,,,Montb. et Auch.
6731,Stachys,viticina,,,Boiss.
6733,Staehelina,,,,L.
6737,Staehelina,lobelii,,,DC.
6785,Steptorhamphus,,,,Bunge
6787,Steptorhamphus,tuberosus,,,(Jacq.) Grossh.
6803,Styrax,,,,L.
6805,Styrax,officinalis,,,L.
6807,Symphytum,,,,L.
6809,Symphytum,anatolicum,,,Boiss.
6811,Symphytum,palaestinum,,,Boiss. T
6814,Tagetes,,,,L.
6818,Tagetes,minuta,,,L.
6820,Tanacetum,,,,L. emend. Briq.
6824,Tanacetum,argenteum,,,(Lam.) Willd.
6827,Tanacetum,aucheri,,,DC.
6829,Tanacetum,cilicium,,,(Boiss.) Grierson
6832,Tanacetum,densum,,,(Labili.) Schultz Bip.
6836,Tanacetum,parthenium,,,(L.) Schultz Bip.
6840,Tanacetum,DOteriifolium,,,(Ledeb.1 Grierson
6843,Tanacetum,yabrudae,,,(Mouterde) Charpin et Dittrich 
6854,Taraxacum,,,,Weber  
6857,Taraxacum,aleppicum,,,Dahlst. 
6859,Taraxacum,assemanii,,,Blanche 
6861,Taraxacum,bessarabicum,,,(Hornem.) Hand.-Mazz.
6864,Taraxacum,bithynicum,,,DC.  
6867,Taraxacum,brevirostre,,,Hand.-Mazz. 
6874,Taraxacum,hellenicum,,,Dahlst. 
6879,Taraxacum,laevigatum,,,Willd. agg. 
6886,Taraxacum,megalorrhizon,,,(Forssk.) Hand.-Mazz.
6889,Taraxacum,microcephalum,,,Hand.-Mazz.
6891,Taraxacum,minimum,,,(Briganti ex Guss.) Terrac.
6896,Taraxacum,monochlamydeum,,,Hand.-Mazz.
6898,Taraxacum,montanum,,,(C.A.Meyer) DC.
6901,Taraxacum,officinale,,,Weber
6903,Taraxacum,phaleratum,,,Hagl.
6910,Taraxacum,serotinum,,,(W. et K.) Poir.
6915,Taraxacum,sintenisii,,,Dahlst.
6917,Taraxacum,syriacum,,,Boiss.
6923,Teucrium,,,,L.
6925,Teucrium,antilibanoticum,,,Mouterde
6927,Teucrium,auranticum,,,Post
6929,Teucrium,chamaedrys,,,L.
6932,Teucrium,chamaedrys,subsp.,tauricolum,Rech. fil.
6936,Teucrium,chamaedrys,var.,glaberrimum,Rech. fil.
6944,Teucrium,coniortodes,,,Boiss. et Bl.
6948,Teucrium,creticum,,,L.
6950,Teucrium,divaricatum,,,Sieb. ex Heldr.
6955,Teucrium,divaricatum,subsp.,graecum,(Celak.) Bornm.
6959,Teucrium,divaricatum,subsp.,villosum,(Celak.) Rech. fil.
6968,Teucrium,haradjanii,,,Briq. ex Rech. fil.
6973,Teucrium,heterotrichum,,,Briq. ex Rech. f.
6988,Teucrium,montbretii,,,Benth.
6991,Teucrium,montbretii,subsp.,libanoticum,Davis
6994,Teucrium,montbretii,subsp.,montbretii,
6995,Teucrium,multicaule,,,Montbr. et Auch.
7006,Teucrium,oliverianum,,,Gingins ex Benth.
7010,Teucrium,orientale,,,L.
7013,Teucrium,orientale,var.,nivale,Boiss.
7015,Teucrium,paederotoides,,,Boiss. et Hausskn.
7019,Teucrium,parviflorum,,,Schreb.
7021,Teucrium,polium,,,L.
7024,Teucrium,polium,var.,angustifolium,Benth.
7027,Teucrium,polium,var.,mollissimum,Hand.-Mazz.
7029,Teucrium,procerum,,,Boiss. et Bl.
7033,Teucrium,pruinosum,,,Boiss.
7035,Teucrium,rigidum,,,Benth.
7039,Teucrium,scordioides,,,Schreb.
7041,Teucrium,scordium,,,L.
7043,Teucrium,socinianum,,,Boiss.
7045,Teucrium,spinosum,,,L. NOUVELLE
7048,Teucrium,stachyophyllum,,,Davis
7057,Thuspeinanta,,,,Durand
7059,Thuspeinanta,persica,,,(Boiss.) Briq.
7062,Thymbra,,,,L.
7066,Thymbra,spicata,,,L.
7070,Thymus,,,,L. 
7072,Thymus,alfredae,,,Post  
7080,Thymus,cilicicus,,,Boiss. et Bl.  
7085,Thymus,decussatus,,,Benth. 
7090,Thymus,hirsutus,,,M. Bieb. 
7093,Thymus,kotschyanus,,,Boiss. et Hoh.  
7120,Thymus,sipyleus,,,Boiss. 
7126,Thymus,syriacus,,,Boiss. 
7128,Tolpis,,,,Adans.
7132,Tolpis,barbata,,,(L.) Gaertner
7137,Tolpis,virgata,,,(Desf.) Bertol.
7145,Tracheliopsis,,,,Buser
7147,Tracheliopsis,antilibanotica,,,P.H. Davis
7150,Tracheliopsis,postii,,,(Boiss.) Buser
7153,Tracheliopsis,tubulosa,,,(Boiss.) Buser
7156,Trachelium,,,,L.
7158,Trachelium,caeruleum,,,L.
7164,Trachornitum,,,,Woodson
7166,Trachornitum,venetum,,,(L.) Woodson
7169,Tragopogon,,,,L.
7174,Tragopogon,buphthalmoides,,,(DC.) Boiss.
7178,Tragopogon,buphthalmoides,var.,buphthalmoides,
7183,Tragopogon,buphthalmoides,var.,latifolius,Boiss.
7188,Tragopogon,hybridùm,,,L.
7190,Tragopogon,longirostris,,,Bisch. ex Schultz Bip.
7203,Tragopogon,pterocarpus,,,DC.  
7206,Tripleurospermum,,,,Schultz Bip. 
7209,Tripleurospermum,auriculatum,,,(Boiss.) Rech.  fil. 
7218,Tripleurospermum,microcephalum,,,(Boiss.) Bornm. 
7221,Tripleurospermum,oreades,,,(Boiss.) Rech.  fil. 
7225,Tripleurospermum,parviflorum,,,(Willd.) Bornm. 
7231,Tripleurospermum,sannineum,,,(Thiéb.) Mouterde 
7241,Tussilago,,,,L.
7243,Tussilago,farfara,,,L.
7245,Tyrimnus,,,,Cass.
7247,Tyrimnus,leucographus,,,(L.) Cass. U
7251,Urospermum,,,,Scop.
7253,Urospermum,picroides,,,(L.) F.W. Schmidt
7257,Utricularia,,,,L.
7259,Utricularia,australis,,,R. Br.
7268,Vaillantia,,,,auct. mult. non L.
7273,Valantia,,,,L.
7277,Valantia,hispida,,,L.
7279,Valantia,muralis,,,L.
7283,Valeriana,,,,L.
7287,Valeriana,dioscoridis,,,Sibth. et Sm.
7318,Valeriana,olitoria,,,(L.) Willd.
7325,Valerianella,,,,Miller
7327,Valerianella,antilibanotica,,,Rech. fil.
7332,Valerianella,balansae,,,Matthews
7340,Valerianella,carinata,,,Lois. 
7342,Valerianella,chlorostephana,,,Boiss. et Bal. 
7346,Valerianella,coronata,,,(L.) DC.  
7353,Valerianella,cymbicarpa,,,G.A. Meyer 
7356,Valerianella,dactylophylla,,,Boiss. et Hohen. 
7360,Valerianella,dentata,,,(L.) Poil.  
7369,Valerianella,discoidea,,,(L.) Lois. 
7372,Valerianella,dufresnia,,,Bunge ex Boiss. 
7376,Valerianella,echinata,,,(L.) DC.  
7380,Valerianella,huetii,,,Boiss. 
7382,Valerianella,kotschyi,,,Boiss. 
7384,Valerianella,lasiocarpa,,,(Stev.) Betcke 
7391,Valerianella,leiocarpa,,,(Koch) Bornm. 
7394,Valerianella,locusta,,,(L.) Laterrade 
7401,Valerianella,muricata,,,(Stev.) Baxt. 
7404,Valerianella,obtusiloba,,,Boiss.  
7411,Valerianella,orientalis,,,(Schlecht.) Boiss. et Bal. 
7416,Valerianella,oxyrhyncha,,,Fisch. et Mey. 
7420,Valerianella,pumila,,,(L.) DC.  
7424,Valerianella,soyeri,,,Buchinger 
7426,Valerianella,szovitsiana,,,Fisch. et Mey. 
7436,Valerianella,tuberculata,,,Boiss.  
7439,Valerianella,vesicaria,,,(L.) Moench 
7442,Varthemia,,,,DC.  
7445,Varthemia,iphionoides,,,Boiss. et Bl.  
7450,Verbascum,,,,L. 
7452,Verbascum,agMmoniifolium,,,(C. Koch) Hub.-Mor.
7457,Verbascum,agMmoniifolium,subsp.,agrimoniifolium ,
7459,Verbascum,agMmoniifolium,subsp.,syriacum,(Murb.) Feinbr. 
7464,Verbascum,alepense,,,Benth. in DC.  
7470,Verbascum,alepense,x,assurense,Bornm. et Hand.-Mazz. 
7474,Verbascum,aliciae,,,Post  
7478,Verbascum,aliciae,x,kotschyi,Boiss. et Hoh. 
7489,Verbascum,Turra ,,,
7490,Verbascum,antari,,,Post  
7493,Verbascum,antilibanoticum,,,Hub.-Mor. 
7495,Verbascum,antiochium,,,Boiss. 
7501,Verbascum,assurense,,,Bornm. et Hand.-Mazz. 
7522,Verbascum,berytheum,,,Boiss. 
7527,Verbascum,blancheanum,,,Boiss. 
7534,Verbascum,caesareum,,,Boiss.
7538,Verbascum,cedreti,,,Boiss.
7541,Verbascum,cedreti,x,lasianthum,Boiss.
7549,Verbascum,damascenum,,,Boiss.
7553,Verbascum,eremobium,,,Murb.
7557,Verbascum,gaillardotii,,,Boiss.
7560,Verbascum,gaillardotii,x,sinuatum,L.
7563,Verbascum,gaillardotii,x,tripolitanum,Boiss.
7565,Verbascum,galilaeum,,,Boiss.
7568,Verbascum,galilaeum,x,sinuatum,L.
7570,Verbascum,geminiflorum,,,Hochst.
7574,Verbascum,glanduliferum,,,(Post) Hub.-Mor.
7582,Verbascum,glomeratum,,,Boiss.
7590,Verbascum,"Moretti,",,,"nec Griseb., nec Velen."
7595,Verbascum,infidelium,,,Boiss. et Hausskn.
7605,Verbascum,kotschyi,,,Boiss. et Hoh.
7614,Verbascum,lasianthum,,,Boiss.
7616,Verbascum,leptostachyum,,,DC.
7619,Verbascum,leptostachyum,x,ptychophyllum,Boiss.
7622,Verbascum,leptostachyum,x,tropidocarpum,Murb.
7624,Verbascum,levanticum,,,I.K.Ferguson
7626,Verbascum,libanoticum,,,Murb. et Thiéb.
7630,Verbascum,mucronatum,,,Lam.
7634,Verbascum,oreophilum,,,C. Koch
7638,Verbascum,oreophilum,var.,joannis,(Bordz.) Hub.-Mor.
7641,Verbascum,orientale,,,(L.) Ail.
7644,Verbascum,palmyrense,,,Post
7646,Verbascum,pinetorum,,,(Boiss.) O. Kuntze
7650,Verbascum,ported,,,Post
7652,Verbascum,ptychophyllum,,,Boiss.
7654,Verbascum,qulebicum,,,Post emend. Mouterde
7670,Verbascum,scaposum,,,Boiss.
7674,Verbascum,sinaiticum,,,Benth.
7676,Verbascum,sinuatum,,,L.
7683,Verbascum,sinuatum,x,tripolitanum,Boiss.
7693,Verbascum,tiberiadis,,,Boiss.
7698,Verbascum,tripolitanum,,,Boiss.
7700,Verbascum,tropidocarpum,,,Murb.
7711,Verbena,,,,L.
7715,Verbena,officinalis,,,L.
7717,Verbena,supina,,,L.
7723,Veronica,,,,L.
7727,Veronica,anagallis-aquatica,,,L.
7730,Veronica,anagallis-aquatica,subsp.,anagallis-aquatica ,
7732,Veronica,anagallis-aquatica,subsp.,michauxii,(Lam.) Jelen.  
7736,Veronica,anagalloides,,,Guss. 
7739,Veronica,anagalloides,x,anagallis-aquatica,L. 
7741,Veronica,arvensis,,,L. 
7745,Veronica,beccabunga,,,L. 
7753,Veronica,biloba,,,Schreb. in L. 
7757,Veronica,bombycina,,,Boiss. et Kotschy subsp. bombycina 
7765,Veronica,caespitosa,,,Boiss.
7768,Veronica,caespitosa,subsp.,leiophylla,(Boiss.) M.A. Fischer
7780,Veronica,campylopoda,,,Boiss. 
7787,Veronica,cymbalaria,,,Bodard 
7800,Veronica,debilis,,,Freyn 
7825,Veronica,Fischer ,,,
7828,Veronica,hederifolia,,,L. 
7838,Veronica,hispidula,,,Boiss. et Huet in Boiss. 
7844,Veronica,leiocarpa,,,Boiss. 
7846,Veronica,lysimachioides,,,Boiss. 
7853,Veronica,non,,,Vahl 
7855,Veronica,macrostachya,,,Vahl
7858,Veronica,macrostachya,subsp.,macrostachya ,
7860,Veronica,macrostachya,x,orientalis,Miller 
7873,Veronica,orientalis,,,Miller 
7876,Veronica,orientalis,x,leiocarpa,Boiss. 
7886,Veronica,panormitana,,,Tineo et Guss. 
7891,Veronica,panormitana,subsp.,baradostensis,(M.A.Fischer) M. A. Fischer 
7897,Veronica,panormitana,subsp.,panormitana, 
7910,Veronica,persica,,,Poir. 
7912,Veronica,polifolia,,,Benth.  
7915,Veronica,poliţa,,,Fries 
7917,Veronica,pusilla,,,Kotschy et Boiss. 
7921,Veronica,reuterana,,,Boiss. 
7923,Veronica,samuelssonii,,,Rech.  fil. 
7926,Veronica,scardica,,,Griseb. 
7929,Veronica,scardica,x,lysimachioides,Boiss. 
7937,Veronica,syriaca,,,Roem. et Sch. 
7954,Veronica,triloba,,,(Opiz) A. Kerner 
7958,Veronica,triphyllos,,,L. 
7960,Veronica,viscosa,,,Boiss. 
7962,Viburnum,,,,L. 
7964,Viburnum,tinus,,,L. 
7973,Vinca,,,,L. 
7975,Vinca,herbacea,,,Waldst. et Kit. 
7983,Vinca,libanotica,,,Zucc. 
7985,Vinca,major ,,,
7986,Vincetoxicum,,,,N.M.Wolf 
7988,Vincetoxicum,canescens,,,(Willd.) Deche.  
7992,Vincetoxicum,dionysiense,,,Mouterde 
7999,Vitex,,,,L. 
8001,Vitex,agnus-castus,,,L.  W
8009,Wiedemannia,,,,Fisch. et Mey. 
8013,Wiedemannia,orientalis,,,Fisch. et Mey. 
8017,Withania,,,,Pauquy 
8019,Withania,somnifera,,,(L.) Dun. in DC.  NOUVELLE
8025,Xanthium,,,,L. 
8027,Xanthium,antiquorum,,,Wallr.  
8032,Xanthium,echinatum,,,Murray 
8034,Xanthium,spinosum,,,L. 
8036,Xanthium,strumarium,,,L. 
8046,Xanthium,strumarium,subsp.,strumarium, 
8048,Xeranthemum,,subsp.,strumarium,L. 
8050,Xeranthemum,annuum,,,L. 
8058,Xeranthemum,cylindraceum,,,Sm. in Sibth. et Sm. 
8067,Xeranthemum,inapertum,,,(L.) Miller 
8070,Xeranthemum,longipapposum,,,Fisch. et Mey. 
8083,Ziziphora,,,,L. 
8085,Ziziphora,'Abd-el-'asissi,,,Hand.-Mazz. 
8087,Ziziphora,acutifolia,,,Montb. et Auch. 
8091,Ziziphora,canescens,,,Benth. 
8093,Ziziphora,capitata,,,L. 
8096,Ziziphora,capitata,subsp.,orientalis,Sam. ex Rech. fil.
8110,Ziziphora,taurica,,,Bieb.  
8113,Ziziphora,tenuior,,,L. 
8115,Zoegea,,,,L.  
8118,Zoegea,leptaurea,,,L. 
8120,Zoegea,purpurea,,,Fresen. 
